inventory_id,entity_id,url,status_code,depth,title,page_kind,keyword_hits,language_hint,phone_candidates,email_candidates,form_fields,candidate_source_id,linked_from,source_status,confidence,last_checked,notes
WPI-0103,MEW,https://www.energyandwater.gov.lb/ar/details/101119/%D8%B9%D9%85%D8%A7%D9%86-%D8%AA%D8%AD%D8%AA%D8%B6%D9%86-%D9%84%D9%82%D8%A7-%D8%A3%D8%B1%D8%AF%D9%86%D9%8A-%D8%B3%D9%88%D8%B1%D9%8A-%D9%84%D8%A8%D9%86%D8%A7%D9%86%D9%8A-%D9%84%D8%AA%D8%B9%D8%B2%D9%8A%D8%B2-%D8%A7%D9%84%D8%B1%D8%A8%D8%B7-%D8%A7%D9%84%D9%83%D9%87%D8%B1%D8%A8%D8%A7%D8%A6%D9%8A-%D9%88%D8%AA%D8%A8%D8%A7%D8%AF%D9%84-%D8%A7%D9%84%D8%BA%D8%A7%D8%B2-%D8%A8%D9%8A%D9%86-%D8%A7%D9%84%D8%A8%D9%84%D8%AF%D8%A7%D9%86,200,1,الموقع الرسمي لوزارة الطاقة والمياه | عمان تحتضن لقاء أردني سوري لبناني لتعزيز الربط الكهربائي وتبادل الغاز بين البلدان,projects_or_irrigation,projects_or_irrigation,ar,,,hdnRootFldr|hdnRootFldr|hidden;cmbMinistriesSites|cmbMinistriesSites;txtGlobalKeywords|txtGlobalKeywords|البحث|text,SRC-MEW-101119-D8-B9-D9-85-D8-A7-D9-86-D8-AA,SRC-MEW-DGI,official_candidate,medium,2026-05-31,
WPI-0104,MEW,https://www.energyandwater.gov.lb/ar/details/99806/%D8%A7%D9%84%D9%85%D8%AF%D9%8A%D8%B1%D9%8A-%D8%A9-%D8%A7%D9%84%D8%B9%D8%A7%D9%85%D8%A9-%D9%84%D9%84%D9%86%D9%81%D8%B7,200,1,الموقع الرسمي لوزارة الطاقة والمياه | المديريّة العامة للنفط,projects_or_irrigation,projects_or_irrigation,ar,1974;1994,,hdnRootFldr|hdnRootFldr|hidden;cmbMinistriesSites|cmbMinistriesSites;txtGlobalKeywords|txtGlobalKeywords|البحث|text,SRC-MEW-99806-D8-A7-D9-84-D9-85-D8-AF-D9-8A-,SRC-MEW-DGI,official_candidate,medium,2026-05-31,
WPI-0105,MEW,https://www.energyandwater.gov.lb/ar/details/99832/%D8%A7%D9%84%D9%85%D8%AF%D9%8A%D8%B1%D9%8A-%D8%A9-%D8%A7%D9%84%D8%B9%D8%A7%D9%85%D8%A9-%D9%84%D9%84%D9%85%D9%88%D8%A7%D8%B1%D8%AF-%D8%A7%D9%84%D9%85%D8%A7%D8%A6%D9%8A-%D8%A9-%D9%88%D8%A7%D9%84%D9%83%D9%87%D8%B1%D8%A8%D8%A7%D8%A6%D9%8A-%D8%A9,200,1,الموقع الرسمي لوزارة الطاقة والمياه | المديريّة العامة للموارد المائيّة والكهربائيّة,projects_or_irrigation,projects_or_irrigation,ar,,,hdnRootFldr|hdnRootFldr|hidden;cmbMinistriesSites|cmbMinistriesSites;txtGlobalKeywords|txtGlobalKeywords|البحث|text,SRC-MEW-99832-D8-A7-D9-84-D9-85-D8-AF-D9-8A-,SRC-MEW-DGI,official_candidate,medium,2026-05-31,
WPI-0106,MEW,https://www.energyandwater.gov.lb/ar/details/99835/%D8%A7%D9%84%D8%AE%D8%B7%D8%A9-%D8%A7%D9%84%D8%B9%D8%B4%D8%B1%D9%8A%D8%A9-%D9%84%D9%84%D9%85%D8%AF%D9%8A%D8%B1%D9%8A%D8%A9-%D8%A7%D9%84%D8%B9%D8%A7%D9%85%D8%A9,200,1,الموقع الرسمي لوزارة الطاقة والمياه | الخطة العشرية للمديرية العامة,projects_or_irrigation,projects_or_irrigation,ar,1999;1933,,hdnRootFldr|hdnRootFldr|hidden;cmbMinistriesSites|cmbMinistriesSites;txtGlobalKeywords|txtGlobalKeywords|البحث|text,SRC-MEW-99835-D8-A7-D9-84-D8-AE-D8-B7-D8-A9-,SRC-MEW-DGI,official_candidate,medium,2026-05-31,
WPI-0107,MEW,https://www.energyandwater.gov.lb/ar/listing/projects?l=3,200,1,الموقع الرسمي لوزارة الطاقة والمياه | مشاريع الوزارة,projects_or_irrigation,projects_or_irrigation,ar,,,hdnRootFldr|hdnRootFldr|hidden;cmbMinistriesSites|cmbMinistriesSites;txtGlobalKeywords|txtGlobalKeywords|البحث|text;hdnListingLayout|hidden;txtFilterKeywords|txtFilterKeywords|البحث|text;hdnCategoryId|hidden;cmbRegions|cmbRegions,SRC-MEW-LISTING-PROJECTS,SRC-MEW-DGI,official_candidate,medium,2026-05-31,
WPI-0108,NLWE,https://eeln.gov.lb/en/about/,200,0,about,about,about,en_or_latin,7420/200,,s|search-field|Search...|search,SRC-NLWE-ABOUT,SRC-NLWE-ABOUT,existing_source,high,2026-05-31,
WPI-0109,NLWE,https://eeln.gov.lb/en/contact/,200,0,contact,contact,contact,en_or_latin,06/ 430 075;06/ 350 341;06/ 690 095;06/ 460 726;06/ 491 146;06/ 642 020;06/ 651 012;06/ 660 347;06/ 672 260,comms@eeln.gov.lb,s|search-field|Search...|search;wpforms[fields][0]|wpforms-4357-field_0|Your Name|text;wpforms[fields][1]|wpforms-4357-field_1|Your E-mail|email;wpforms[fields][4]|wpforms-4357-field_4|Your Phone|number;wpforms[fields][2]|wpforms-4357-field_2|Your Message;wpforms[id]|hidden;page_title|hidden;page_url|hidden;url_referer|hidden;page_id|hidden;wpforms[post_id]|hidden,SRC-NLWE-CONTACT,SRC-NLWE-CONTACT,existing_source,high,2026-05-31,
WPI-0110,NLWE,https://eeln.gov.lb/en/contact/,200,1,contact,contact,contact,en_or_latin,06/ 430 075;06/ 350 341;06/ 690 095;06/ 460 726;06/ 491 146;06/ 642 020;06/ 651 012;06/ 660 347;06/ 672 260,comms@eeln.gov.lb,s|search-field|Search...|search;wpforms[fields][0]|wpforms-4357-field_0|Your Name|text;wpforms[fields][1]|wpforms-4357-field_1|Your E-mail|email;wpforms[fields][4]|wpforms-4357-field_4|Your Phone|number;wpforms[fields][2]|wpforms-4357-field_2|Your Message;wpforms[id]|hidden;page_title|hidden;page_url|hidden;url_referer|hidden;page_id|hidden;wpforms[post_id]|hidden,SRC-NLWE-EN-CONTACT,SRC-NLWE-HOME,existing_source,high,2026-05-31,
WPI-0111,NLWE,https://eeln.gov.lb/en/contact/,200,1,contact,contact,contact,en_or_latin,06/ 430 075;06/ 350 341;06/ 690 095;06/ 460 726;06/ 491 146;06/ 642 020;06/ 651 012;06/ 660 347;06/ 672 260,comms@eeln.gov.lb,s|search-field|Search...|search;wpforms[fields][0]|wpforms-4357-field_0|Your Name|text;wpforms[fields][1]|wpforms-4357-field_1|Your E-mail|email;wpforms[fields][4]|wpforms-4357-field_4|Your Phone|number;wpforms[fields][2]|wpforms-4357-field_2|Your Message;wpforms[id]|hidden;page_title|hidden;page_url|hidden;url_referer|hidden;page_id|hidden;wpforms[post_id]|hidden,SRC-NLWE-EN-CONTACT,SRC-NLWE-HOME,existing_source,high,2026-05-31,
WPI-0112,NLWE,https://eeln.gov.lb/en/customer-services/,200,0,customer-services,customer_service,customer_service,en_or_latin,1712,,s|search-field|Search...|search,SRC-NLWE-CUSTOMER-SERVICE,SRC-NLWE-CUSTOMER-SERVICE,existing_source,high,2026-05-31,
WPI-0113,NLWE,https://eeln.gov.lb/en/customer-services/,200,1,customer-services,customer_service,customer_service,en_or_latin,1712,,s|search-field|Search...|search,SRC-NLWE-EN-CUSTOMER-SERVICES,SRC-NLWE-HOME,existing_source,high,2026-05-31,
WPI-0114,NLWE,https://eeln.gov.lb/en/customer-services1/,200,0,customer-services1,customer_service,customer_service,en_or_latin,06/430075,,s|search-field|Search...|search,SRC-NLWE-SERVICE-REQUESTS,SRC-NLWE-SERVICE-REQUESTS,existing_source,high,2026-05-31,
WPI-0115,NLWE,https://eeln.gov.lb/en/home/,200,0,مؤسسة مياه لبنان الشمالي,forms_or_documents,forms_or_documents;service_request;water_quality;legal_or_mandate,en_or_latin,,,s|search-field|Search...|search;wpforms[fields][2]|wpforms-4645-field_2|Email|email;wpforms[id]|hidden;page_title|hidden;page_url|hidden;url_referer|hidden;page_id|hidden;wpforms[post_id]|hidden,SRC-NLWE-HOME,SRC-NLWE-HOME,existing_source,high,2026-05-31,
WPI-0116,NLWE,https://www.omt.com.lb/en/services/governmental/north-lebanon-water-establishment-nlwe,200,0,Governmental Services | OMT Lebanon,forms_or_documents,forms_or_documents;service_request,en_or_latin,+961 1 391 000,,langSelect,SRC-NLWE-OMT,SRC-NLWE-OMT,existing_source,high,2026-05-31,
WPI-0117,NLWE,https://eeln.gov.lb/about-ar/,200,1,about-ar,about,about,ar,7420/200,,s|search-field|بحث...|search,SRC-NLWE-ABOUT-AR,SRC-NLWE-ABOUT,low_signal_official_page,low,2026-05-31,
WPI-0118,NLWE,https://eeln.gov.lb/contactar/,200,1,contact-ar,contact,contact,ar,06/ 430 075;06 / 430 075;06/ 350 341;06/ 690 095;06/ 460 726;06/ 491 146;06/ 642 020;06/ 651 012;06/ 660 347;06/ 672 260,comms@eeln.gov.lb,s|search-field|بحث...|search;wpforms[fields][3]|wpforms-4584-field_3|text;wpforms[fields][1]|wpforms-4584-field_1|email;wpforms[fields][4]|wpforms-4584-field_4|text;wpforms[fields][2]|wpforms-4584-field_2;wpforms[id]|hidden;page_title|hidden;page_url|hidden;url_referer|hidden;page_id|hidden;wpforms[post_id]|hidden,SRC-NLWE-CONTACTAR,SRC-NLWE-CONTACT,official_candidate,medium,2026-05-31,
WPI-0119,NLWE,https://eeln.gov.lb/customer-services-ar/,200,1,customer-services-ar,customer_service,customer_service,ar,1712,,s|search-field|بحث...|search,SRC-NLWE-CUSTOMER-SERVICES-AR,SRC-NLWE-CUSTOMER-SERVICE,official_candidate,medium,2026-05-31,
WPI-0120,NLWE,https://eeln.gov.lb/customer-services1-ar/,200,1,customer-services1-ar,customer_service,customer_service,ar,06 / 430075,,s|search-field|بحث...|search,SRC-NLWE-CUSTOMER-SERVICES1-AR,SRC-NLWE-SERVICE-REQUESTS,official_candidate,medium,2026-05-31,
WPI-0121,NLWE,https://eeln.gov.lb/en/an-announcement-addressed-to-water-subscribers-in-the-city-of-tripoli-and-its-surrounding-areas/,200,1,An announcement addressed to water subscribers in the city of Tripoli and its surrounding areas.,customer_service,customer_service;news_or_notice,en_or_latin,,,s|search-field|Search...|search,SRC-NLWE-EN-AN-ANNOUNCEMENT-ADDRESSED-TO-WATE,SRC-NLWE-HOME,official_candidate,medium,2026-05-31,
WPI-0122,NLWE,https://eeln.gov.lb/en/posts/,200,1,Announcement for subscribers in Tripoli and Mina,customer_service,customer_service;news_or_notice,en_or_latin,,,s|search-field|Search...|search,SRC-NLWE-EN-POSTS,SRC-NLWE-HOME,official_candidate,medium,2026-05-31,
WPI-0123,NLWE,https://eeln.gov.lb/,200,1,مؤسسة مياه لبنان الشمالي,forms_or_documents,forms_or_documents;service_request;water_quality;legal_or_mandate;projects_or_irrigation,ar,,,s|search-field|بحث...|search;wpforms[fields][2]|wpforms-4655-field_2|البريد الالكتروني|email;wpforms[id]|hidden;page_title|hidden;page_url|hidden;url_referer|hidden;page_id|hidden;wpforms[post_id]|hidden,SRC-NLWE-HOME,SRC-NLWE-HOME,official_candidate,medium,2026-05-31,
WPI-0124,NLWE,https://eeln.gov.lb/en/eid-al-fitr/,200,1,Eid Al Fitr,forms_or_documents,forms_or_documents,en_or_latin,,,s|search-field|Search...|search,SRC-NLWE-EN-EID-AL-FITR,SRC-NLWE-HOME,official_candidate,medium,2026-05-31,
WPI-0125,NLWE,https://eeln.gov.lb/en/gallery/,200,1,Gallery,forms_or_documents,forms_or_documents,en_or_latin,,,s|search-field|Search...|search,SRC-NLWE-EN-GALLERY,SRC-NLWE-HOME,official_candidate,medium,2026-05-31,
WPI-0126,NLWE,https://eeln.gov.lb/en/happy-easter-2/,200,1,Happy Easter,forms_or_documents,forms_or_documents,en_or_latin,,,s|search-field|Search...|search,SRC-NLWE-EN-HAPPY-EASTER-2,SRC-NLWE-HOME,official_candidate,medium,2026-05-31,
WPI-0127,NLWE,https://eeln.gov.lb/en/happy-new-year-2/,200,1,Happy New Year,forms_or_documents,forms_or_documents,en_or_latin,,,s|search-field|Search...|search,SRC-NLWE-EN-HAPPY-NEW-YEAR-2,SRC-NLWE-HOME,official_candidate,medium,2026-05-31,
WPI-0128,NLWE,https://eeln.gov.lb/en/home-conservation/,200,1,home-conservation,forms_or_documents,forms_or_documents,en_or_latin,,,s|search-field|Search...|search,SRC-NLWE-EN-HOME-CONSERVATION,SRC-NLWE-HOME,official_candidate,medium,2026-05-31,
WPI-0129,NLWE,https://eeln.gov.lb/en/home-conservation/,200,1,home-conservation,forms_or_documents,forms_or_documents,en_or_latin,,,s|search-field|Search...|search,SRC-NLWE-EN-HOME-CONSERVATION,SRC-NLWE-HOME,official_candidate,medium,2026-05-31,
WPI-0130,NLWE,https://eeln.gov.lb/en/outdoor-conservation/,200,1,outdoor-conservation,forms_or_documents,forms_or_documents,en_or_latin,,,s|search-field|Search...|search,SRC-NLWE-EN-OUTDOOR-CONSERVATION,SRC-NLWE-HOME,official_candidate,medium,2026-05-31,
WPI-0131,NLWE,https://eeln.gov.lb/en/partners/,200,1,partners,forms_or_documents,forms_or_documents,en_or_latin,,,s|search-field|Search...|search,SRC-NLWE-EN-PARTNERS,SRC-NLWE-HOME,official_candidate,medium,2026-05-31,
WPI-0132,NLWE,https://eeln.gov.lb/en/world-water-day-2026/,200,1,World Water Day 2026,forms_or_documents,forms_or_documents;water_quality,en_or_latin,,,s|search-field|Search...|search,SRC-NLWE-EN-WORLD-WATER-DAY-2026,SRC-NLWE-HOME,official_candidate,medium,2026-05-31,
WPI-0133,SLWE,https://www.slwe.gov.lb/details.php?id=4&key=153900&lang=ar,200,0,مؤسسة مياه لبنان الجنوبي | نبذة عن المؤسسة,about,about,ar,,,hdnRootFldr|hdnRootFldr|hidden;txtGlobalKeywords|txtGlobalKeywords|البحث|text,SRC-SLWE-ABOUT,SRC-SLWE-ABOUT,existing_source,high,2026-05-31,
WPI-0134,SLWE,https://www.slwe.gov.lb/details.php?id=9&key=%D8%A7%D8%B3%D8%AA%D9%81%D8%B3%D8%A7%D8%B1-%D8%B9%D9%86-%D9%81%D8%A7%D8%AA%D9%88%D8%B1%D8%A9&lang=ar,200,0,مؤسسة مياه لبنان الجنوبي | استفسار عن فاتورة,billing_or_payment,billing_or_payment,ar,,,hdnRootFldr|hdnRootFldr|hidden;txtGlobalKeywords|txtGlobalKeywords|البحث|text,SRC-SLWE-BILLING,SRC-SLWE-BILLING,existing_source,high,2026-05-31,
WPI-0135,SLWE,https://www.slwe.gov.lb/contact.php?lang=ar,200,0,"مؤسسة مياه لبنان الجنوبي | slwe, lebanon, south lebanon water establishment, water, الجنوب, وزارة الطاقة",contact,contact,ar,1785;07-757000;07-420206;07-781725;07-530018;07-450006;07-830016;07-740196,,hdnRootFldr|hdnRootFldr|hidden;txtGlobalKeywords|txtGlobalKeywords|البحث|text;hdnCategoryId|hidden;txtFirstName|txtFirstName|الاسم*|text;txtLastName|txtLastName|اسم العائلة*|text;txtEmail|txtEmail|البريد الإلكتروني|email;txtPhone|txtPhone|هاتف*|tel;txtSubject|txtSubject|الموضوع *|text;txtMessage|txtMessage|الرسالة*,SRC-SLWE-CONTACT,SRC-SLWE-CONTACT,existing_source,high,2026-05-31,
WPI-0136,SLWE,https://www.omt.com.lb/en/services/governmental/south-lebanon-water-establishment,200,0,Governmental Services | OMT Lebanon,forms_or_documents,forms_or_documents;service_request,en_or_latin,+961 1 391 000,,langSelect,SRC-SLWE-OMT,SRC-SLWE-OMT,existing_source,high,2026-05-31,
WPI-0137,SLWE,https://www.slwe.gov.lb/,200,0,"مؤسسة مياه لبنان الجنوبي | slwe, lebanon, south lebanon water establishment, water, الجنوب, وزارة الطاقة",forms_or_documents,forms_or_documents;service_request;water_quality;legal_or_mandate;projects_or_irrigation,ar,,,hdnRootFldr|hdnRootFldr|hidden;txtGlobalKeywords|txtGlobalKeywords|البحث|text,SRC-SLWE-HOME,SRC-SLWE-HOME,existing_source,high,2026-05-31,
WPI-0138,SLWE,https://www.slwe.gov.lb/details.php?id=3&key=%D8%A7%D9%84%D8%A8%D9%8A%D8%A7%D9%86-%D8%A7%D9%84%D9%82%D8%A7%D9%86%D9%88%D9%86%D9%8A&lang=ar,200,0,مؤسسة مياه لبنان الجنوبي | الأنظمة و القوانين,forms_or_documents,forms_or_documents;legal_or_mandate;projects_or_irrigation,ar,1758;1957,,hdnRootFldr|hdnRootFldr|hidden;txtGlobalKeywords|txtGlobalKeywords|البحث|text,SRC-SLWE-LEGAL,SRC-SLWE-LEGAL,existing_source,high,2026-05-31,
WPI-0139,SLWE,https://www.slwe.gov.lb/details.php?id=8&key=%D9%85%D9%82%D8%AF%D9%85%D8%A9&lang=ar,200,0,مؤسسة مياه لبنان الجنوبي | مقدمة,forms_or_documents,forms_or_documents;projects_or_irrigation,ar,1785,,hdnRootFldr|hdnRootFldr|hidden;txtGlobalKeywords|txtGlobalKeywords|البحث|text,SRC-SLWE-CUSTOMER-SERVICE,SRC-SLWE-CUSTOMER-SERVICE,existing_source,high,2026-05-31,
WPI-0140,SLWE,https://www.slwe.gov.lb/listing.php?pcat=newsroom&cat=announcements&lang=ar,200,1,مؤسسة مياه لبنان الجنوبي | الأخبار,news_or_notice,news_or_notice,ar,,,hdnRootFldr|hdnRootFldr|hidden;txtGlobalKeywords|txtGlobalKeywords|البحث|text;txtFilterKeywords|txtFilterKeywords|البحث|text;cmbCategories|cmbCategories,SRC-SLWE-LISTING-PHP,SRC-SLWE-HOME,low_signal_official_page,low,2026-05-31,
WPI-0141,SLWE,https://www.slwe.gov.lb/listing.php?pcat=newsroom&cat=news&lang=ar,200,1,مؤسسة مياه لبنان الجنوبي | الأخبار,news_or_notice,news_or_notice,ar,,,hdnRootFldr|hdnRootFldr|hidden;txtGlobalKeywords|txtGlobalKeywords|البحث|text;txtFilterKeywords|txtFilterKeywords|البحث|text;cmbCategories|cmbCategories,SRC-SLWE-LISTING-PHP,SRC-SLWE-HOME,low_signal_official_page,low,2026-05-31,
WPI-0142,SLWE,https://www.slwe.gov.lb/listing.php?pcat=newsroom&cat=publications&lang=ar,200,1,مؤسسة مياه لبنان الجنوبي | الأخبار,news_or_notice,news_or_notice,ar,,,hdnRootFldr|hdnRootFldr|hidden;txtGlobalKeywords|txtGlobalKeywords|البحث|text;txtFilterKeywords|txtFilterKeywords|البحث|text;cmbCategories|cmbCategories,SRC-SLWE-LISTING-PHP,SRC-SLWE-HOME,low_signal_official_page,low,2026-05-31,
WPI-0143,SLWE,https://slwe.gov.lb/payapi/enter_customer_no.php,200,1,إدخال الرقم الآلي,billing_or_payment,billing_or_payment,ar,1785,info@slwe.gov.lb,customer_no|مثال: 123456|text;service_center,SRC-SLWE-PAYAPI-ENTER-CUSTOMER-NO-PHP,SRC-SLWE-HOME,official_candidate,medium,2026-05-31,
WPI-0144,SLWE,https://www.slwe.gov.lb/details.php?id=277&key=%D8%AE%D8%AF%D9%85%D8%A9-%D8%A7%D9%84%D8%AF%D9%81%D8%B9-%D8%A7%D9%84%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A&lang=ar,200,1,مؤسسة مياه لبنان الجنوبي | خدمة الدفع الإلكتروني,billing_or_payment,billing_or_payment,ar,,,hdnRootFldr|hdnRootFldr|hidden;txtGlobalKeywords|txtGlobalKeywords|البحث|text,SRC-SLWE-DETAILS-PHP,SRC-SLWE-HOME,official_candidate,medium,2026-05-31,
WPI-0145,SLWE,https://www.slwe.gov.lb/details.php?id=96&key=Epayment-%D8%A7%D9%84%D8%AF%D9%81%D8%B9-%D8%A7%D9%84%D8%A7%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A&lang=ar,200,1,مؤسسة مياه لبنان الجنوبي | الدفع الالكتروني | Epayment,billing_or_payment,billing_or_payment,ar,,,hdnRootFldr|hdnRootFldr|hidden;txtGlobalKeywords|txtGlobalKeywords|البحث|text,SRC-SLWE-DETAILS-PHP,SRC-SLWE-HOME,official_candidate,medium,2026-05-31,
WPI-0146,SLWE,https://slwe.gov.lb/register_visit.php,200,1,تسجيل دخول المشترك,customer_service,customer_service,ar,1785,,full_name|text;phone|text;customer_number|text;property_number|text;service_center|service_center,SRC-SLWE-REGISTER-VISIT-PHP,SRC-SLWE-BILLING,official_candidate,medium,2026-05-31,
WPI-0147,SLWE,https://www.slwe.gov.lb/listing.php?pcat=customer-service&cat=eformulaires&lang=ar,200,1,مؤسسة مياه لبنان الجنوبي | خدمة الزبائن,customer_service,customer_service;forms_or_documents,ar,,,hdnRootFldr|hdnRootFldr|hidden;txtGlobalKeywords|txtGlobalKeywords|البحث|text;txtFilterKeywords|txtFilterKeywords|البحث|text;cmbCategories|cmbCategories,SRC-SLWE-LISTING-PHP,SRC-SLWE-HOME,official_candidate,medium,2026-05-31,
WPI-0148,SLWE,https://www.slwe.gov.lb/listing.php?pcat=customer-service&cat=guidlines&lang=ar,200,1,مؤسسة مياه لبنان الجنوبي | خدمة الزبائن,customer_service,customer_service,ar,,,hdnRootFldr|hdnRootFldr|hidden;txtGlobalKeywords|txtGlobalKeywords|البحث|text;txtFilterKeywords|txtFilterKeywords|البحث|text;cmbCategories|cmbCategories,SRC-SLWE-LISTING-PHP,SRC-SLWE-HOME,official_candidate,medium,2026-05-31,
WPI-0149,SLWE,https://www.slwe.gov.lb/register_visit.php,200,1,تسجيل دخول المشترك,customer_service,customer_service,ar,1785,,full_name|text;phone|text;customer_number|text;property_number|text;service_center|service_center,SRC-SLWE-REGISTER-VISIT-PHP,SRC-SLWE-HOME,official_candidate,medium,2026-05-31,
WPI-0150,SLWE,https://www.slwe.gov.lb/details.php?id=1&key=%D8%A7%D9%84%D8%B1%D8%A6%D9%8A%D8%B3-%D8%A7%D9%84%D9%85%D8%AF%D9%8A%D8%B1-%D8%A7%D9%84%D8%B9%D8%A7%D9%85-%D8%A7%D9%84%D8%AF%D9%83%D8%AA%D9%88%D8%B1-%D9%88%D8%B3%D9%8A%D9%85-%D8%B6%D8%A7%D9%87%D8%B1&lang=ar,200,1,مؤسسة مياه لبنان الجنوبي | الرئيس | المدير العام الدكتور وسيم ضاهر,forms_or_documents,forms_or_documents;service_request;projects_or_irrigation,ar,,,hdnRootFldr|hdnRootFldr|hidden;txtGlobalKeywords|txtGlobalKeywords|البحث|text,SRC-SLWE-DETAILS-PHP,SRC-SLWE-HOME,official_candidate,medium,2026-05-31,
WPI-0151,SLWE,https://www.slwe.gov.lb/details.php?id=2&key=9693149&lang=ar,200,1,مؤسسة مياه لبنان الجنوبي | من نحن,forms_or_documents,forms_or_documents;legal_or_mandate;projects_or_irrigation,ar,,,hdnRootFldr|hdnRootFldr|hidden;txtGlobalKeywords|txtGlobalKeywords|البحث|text,SRC-SLWE-DETAILS-PHP,SRC-SLWE-HOME,official_candidate,medium,2026-05-31,
WPI-0152,SLWE,https://www.slwe.gov.lb/details.php?id=213&key=%D8%A7%D8%B3%D8%AA%D8%B7%D9%84%D8%A7%D8%B9%D8%A7%D8%AA-%D8%A7%D9%84%D8%B1%D8%A3%D9%8A&lang=ar,200,1,مؤسسة مياه لبنان الجنوبي | استطلاعات الرأي,forms_or_documents,forms_or_documents;projects_or_irrigation,ar,,,hdnRootFldr|hdnRootFldr|hidden;txtGlobalKeywords|txtGlobalKeywords|البحث|text,SRC-SLWE-DETAILS-PHP,SRC-SLWE-HOME,official_candidate,medium,2026-05-31,
WPI-0153,SLWE,https://www.slwe.gov.lb/details.php?id=219&key=%D8%AA%D8%B9%D9%84%D9%8A%D9%85%D8%A7%D8%AA-%D8%AD%D9%88%D9%84-%D8%AA%D8%B1%D8%B4%D9%8A%D8%AF-%D8%A7%D8%B3%D8%AA%D9%87%D9%84%D8%A7%D9%83-%D8%A7%D9%84%D9%85%D9%8A%D8%A7%D9%87&lang=ar,200,1,مؤسسة مياه لبنان الجنوبي | تعليمات حول ترشيد استهلاك المياه,forms_or_documents,forms_or_documents;projects_or_irrigation,ar,,,hdnRootFldr|hdnRootFldr|hidden;txtGlobalKeywords|txtGlobalKeywords|البحث|text,SRC-SLWE-DETAILS-PHP,SRC-SLWE-HOME,official_candidate,medium,2026-05-31,
WPI-0154,SLWE,https://www.slwe.gov.lb/details.php?id=221&key=%D8%AA%D8%B9%D9%84%D9%8A%D9%85%D8%A7%D8%AA-%D8%AD%D9%88%D9%84-%D8%AA%D8%B1%D8%B4%D9%8A%D8%AF-%D8%A7%D8%B3%D8%AA%D9%87%D9%84%D8%A7%D9%83-%D8%A7%D9%84%D9%85%D9%8A%D8%A7%D9%87-1761039991&lang=ar,200,1,مؤسسة مياه لبنان الجنوبي | تعليمات حول ترشيد استهلاك المياه,forms_or_documents,forms_or_documents;projects_or_irrigation,ar,,,hdnRootFldr|hdnRootFldr|hidden;txtGlobalKeywords|txtGlobalKeywords|البحث|text,SRC-SLWE-DETAILS-PHP,SRC-SLWE-HOME,official_candidate,medium,2026-05-31,
WPI-0155,SLWE,https://www.slwe.gov.lb/details.php?id=222&key=%D8%AA%D8%B9%D9%84%D9%8A%D9%85%D8%A7%D8%AA-%D8%AD%D9%88%D9%84-%D8%AA%D8%B1%D8%B4%D9%8A%D8%AF-%D8%A7%D8%B3%D8%AA%D9%87%D9%84%D8%A7%D9%83-%D8%A7%D9%84%D9%85%D9%8A%D8%A7%D9%87-1761040061&lang=ar,200,1,مؤسسة مياه لبنان الجنوبي | تعليمات حول ترشيد استهلاك المياه,forms_or_documents,forms_or_documents;projects_or_irrigation,ar,,,hdnRootFldr|hdnRootFldr|hidden;txtGlobalKeywords|txtGlobalKeywords|البحث|text,SRC-SLWE-DETAILS-PHP,SRC-SLWE-HOME,official_candidate,medium,2026-05-31,
WPI-0156,SLWE,https://www.slwe.gov.lb/details.php?id=223&key=%D9%85%D8%A7-%D9%85%D8%B9%D9%86%D9%89-%D8%AA%D8%B1%D8%B4%D9%8A%D8%AF-%D8%A7%D8%B3%D8%AA%D9%87%D9%84%D8%A7%D9%83-%D8%A7%D9%84%D9%85%D9%8A%D8%A7%D9%87&lang=ar,200,1,مؤسسة مياه لبنان الجنوبي | ما معنى ترشيد استهلاك المياه؟,forms_or_documents,forms_or_documents;projects_or_irrigation,ar,,,hdnRootFldr|hdnRootFldr|hidden;txtGlobalKeywords|txtGlobalKeywords|البحث|text,SRC-SLWE-DETAILS-PHP,SRC-SLWE-HOME,official_candidate,medium,2026-05-31,
WPI-0157,SLWE,https://www.slwe.gov.lb/details.php?id=23&key=%D8%A7%D9%84%D8%A5%D8%AC%D8%A7%D8%A8%D8%A9-%D8%B9%D9%84%D9%89-%D8%A3%D8%B3%D8%A6%D9%84%D8%AA%D9%83%D9%85&lang=ar,200,1,مؤسسة مياه لبنان الجنوبي | الإجابة على أسئلتكم,forms_or_documents,forms_or_documents;service_request;water_quality;legal_or_mandate;projects_or_irrigation,ar,,,hdnRootFldr|hdnRootFldr|hidden;txtGlobalKeywords|txtGlobalKeywords|البحث|text,SRC-SLWE-DETAILS-PHP,SRC-SLWE-HOME,official_candidate,medium,2026-05-31,
