resolution_id,municipality_id,municipality_key,municipality_name_en,municipality_name_ar,district,governorate,water_entity_id,water_entity_name,branch_service_center_id,branch_service_center_name,branch_service_center_phone,branch_service_center_address,resolution_basis,confidence,source_ids,verification_status,retrieved_date,notes
WER-53904,53904,MUN-DGLAC-53904,Al Qobeiyat,القبيات,Aakkar,Aakkar,NLWE,North Lebanon Water Establishment,NLWE-KOBAYAT,Kobayat branch,06-350341,Kobayat - Zouk Street - Mtanios Majid Al-Sayah Building,municipality_service_mapping_plus_branch_hint,medium_high,SRC-NLWE-ABOUT;SRC-NLWE-CONTACT,source_backed_entity_scope_branch_hint,2026-05-31,Entity resolved from municipality_service_mappings.csv; branch is a district/service-area hint and should not override exact office instructions.
WER-54480,54480,MUN-DGLAC-54480,Al Qurnah,القرنة,Aakkar,Aakkar,NLWE,North Lebanon Water Establishment,NLWE-KOBAYAT,Kobayat branch,06-350341,Kobayat - Zouk Street - Mtanios Majid Al-Sayah Building,municipality_service_mapping_plus_branch_hint,medium_high,SRC-NLWE-ABOUT;SRC-NLWE-CONTACT,source_backed_entity_scope_branch_hint,2026-05-31,Entity resolved from municipality_service_mappings.csv; branch is a district/service-area hint and should not override exact office instructions.
WER-53634,53634,MUN-DGLAC-53634,Al Talil,التليل,Aakkar,Aakkar,NLWE,North Lebanon Water Establishment,NLWE-KOBAYAT,Kobayat branch,06-350341,Kobayat - Zouk Street - Mtanios Majid Al-Sayah Building,municipality_service_mapping_plus_branch_hint,medium_high,SRC-NLWE-ABOUT;SRC-NLWE-CONTACT,source_backed_entity_scope_branch_hint,2026-05-31,Entity resolved from municipality_service_mappings.csv; branch is a district/service-area hint and should not override exact office instructions.
WER-54318,54318,MUN-DGLAC-54318,Al-Ayoun,العيون,Aakkar,Aakkar,NLWE,North Lebanon Water Establishment,NLWE-KOBAYAT,Kobayat branch,06-350341,Kobayat - Zouk Street - Mtanios Majid Al-Sayah Building,municipality_service_mapping_plus_branch_hint,medium_high,SRC-NLWE-ABOUT;SRC-NLWE-CONTACT,source_backed_entity_scope_branch_hint,2026-05-31,Entity resolved from municipality_service_mappings.csv; branch is a district/service-area hint and should not override exact office instructions.
WER-54183,54183,MUN-DGLAC-54183,Al-Dabbabiya,الدبابية,Aakkar,Aakkar,NLWE,North Lebanon Water Establishment,NLWE-KOBAYAT,Kobayat branch,06-350341,Kobayat - Zouk Street - Mtanios Majid Al-Sayah Building,municipality_service_mapping_plus_branch_hint,medium_high,SRC-NLWE-ABOUT;SRC-NLWE-CONTACT,source_backed_entity_scope_branch_hint,2026-05-31,Entity resolved from municipality_service_mappings.csv; branch is a district/service-area hint and should not override exact office instructions.
WER-54165,54165,MUN-DGLAC-54165,Al-Kwashra,الكواشرة,Aakkar,Aakkar,NLWE,North Lebanon Water Establishment,NLWE-KOBAYAT,Kobayat branch,06-350341,Kobayat - Zouk Street - Mtanios Majid Al-Sayah Building,municipality_service_mapping_plus_branch_hint,medium_high,SRC-NLWE-ABOUT;SRC-NLWE-CONTACT,source_backed_entity_scope_branch_hint,2026-05-31,Entity resolved from municipality_service_mappings.csv; branch is a district/service-area hint and should not override exact office instructions.
WER-54201,54201,MUN-DGLAC-54201,Al-Mahmara,المحمرة,Aakkar,Aakkar,NLWE,North Lebanon Water Establishment,NLWE-KOBAYAT,Kobayat branch,06-350341,Kobayat - Zouk Street - Mtanios Majid Al-Sayah Building,municipality_service_mapping_plus_branch_hint,medium_high,SRC-NLWE-ABOUT;SRC-NLWE-CONTACT,source_backed_entity_scope_branch_hint,2026-05-31,Entity resolved from municipality_service_mappings.csv; branch is a district/service-area hint and should not override exact office instructions.
WER-54345,54345,MUN-DGLAC-54345,Al-Maqeeta,المقيطع,Aakkar,Aakkar,NLWE,North Lebanon Water Establishment,NLWE-KOBAYAT,Kobayat branch,06-350341,Kobayat - Zouk Street - Mtanios Majid Al-Sayah Building,municipality_service_mapping_plus_branch_hint,medium_high,SRC-NLWE-ABOUT;SRC-NLWE-CONTACT,source_backed_entity_scope_branch_hint,2026-05-31,Entity resolved from municipality_service_mappings.csv; branch is a district/service-area hint and should not override exact office instructions.
WER-54363,54363,MUN-DGLAC-54363,Al-Mounasseh,المونسة,Aakkar,Aakkar,NLWE,North Lebanon Water Establishment,NLWE-KOBAYAT,Kobayat branch,06-350341,Kobayat - Zouk Street - Mtanios Majid Al-Sayah Building,municipality_service_mapping_plus_branch_hint,medium_high,SRC-NLWE-ABOUT;SRC-NLWE-CONTACT,source_backed_entity_scope_branch_hint,2026-05-31,Entity resolved from municipality_service_mappings.csv; branch is a district/service-area hint and should not override exact office instructions.
WER-54246,54246,MUN-DGLAC-54246,Al-Qantara,القنطرة,Aakkar,Aakkar,NLWE,North Lebanon Water Establishment,NLWE-KOBAYAT,Kobayat branch,06-350341,Kobayat - Zouk Street - Mtanios Majid Al-Sayah Building,municipality_service_mapping_plus_branch_hint,medium_high,SRC-NLWE-ABOUT;SRC-NLWE-CONTACT,source_backed_entity_scope_branch_hint,2026-05-31,Entity resolved from municipality_service_mappings.csv; branch is a district/service-area hint and should not override exact office instructions.
WER-54192,54192,MUN-DGLAC-54192,Al-Qarqaf,القرقف,Aakkar,Aakkar,NLWE,North Lebanon Water Establishment,NLWE-KOBAYAT,Kobayat branch,06-350341,Kobayat - Zouk Street - Mtanios Majid Al-Sayah Building,municipality_service_mapping_plus_branch_hint,medium_high,SRC-NLWE-ABOUT;SRC-NLWE-CONTACT,source_backed_entity_scope_branch_hint,2026-05-31,Entity resolved from municipality_service_mappings.csv; branch is a district/service-area hint and should not override exact office instructions.
WER-54300,54300,MUN-DGLAC-54300,Al-Rihaneya,الريحانية,Aakkar,Aakkar,NLWE,North Lebanon Water Establishment,NLWE-KOBAYAT,Kobayat branch,06-350341,Kobayat - Zouk Street - Mtanios Majid Al-Sayah Building,municipality_service_mapping_plus_branch_hint,medium_high,SRC-NLWE-ABOUT;SRC-NLWE-CONTACT,source_backed_entity_scope_branch_hint,2026-05-31,Entity resolved from municipality_service_mappings.csv; branch is a district/service-area hint and should not override exact office instructions.
WER-54624,54624,MUN-DGLAC-54624,Al-Sheikh Ayyash,الشيخ عياش,Aakkar,Aakkar,NLWE,North Lebanon Water Establishment,NLWE-KOBAYAT,Kobayat branch,06-350341,Kobayat - Zouk Street - Mtanios Majid Al-Sayah Building,municipality_service_mapping_plus_branch_hint,medium_high,SRC-NLWE-ABOUT;SRC-NLWE-CONTACT,source_backed_entity_scope_branch_hint,2026-05-31,Entity resolved from municipality_service_mappings.csv; branch is a district/service-area hint and should not override exact office instructions.
WER-54408,54408,MUN-DGLAC-54408,Ammar Al-Beykat,عمار البيكات,Aakkar,Aakkar,NLWE,North Lebanon Water Establishment,NLWE-KOBAYAT,Kobayat branch,06-350341,Kobayat - Zouk Street - Mtanios Majid Al-Sayah Building,municipality_service_mapping_plus_branch_hint,medium_high,SRC-NLWE-ABOUT;SRC-NLWE-CONTACT,source_backed_entity_scope_branch_hint,2026-05-31,Entity resolved from municipality_service_mappings.csv; branch is a district/service-area hint and should not override exact office instructions.
WER-54012,54012,MUN-DGLAC-54012,An Nafiseh,النفيسة,Aakkar,Aakkar,NLWE,North Lebanon Water Establishment,NLWE-KOBAYAT,Kobayat branch,06-350341,Kobayat - Zouk Street - Mtanios Majid Al-Sayah Building,municipality_service_mapping_plus_branch_hint,medium_high,SRC-NLWE-ABOUT;SRC-NLWE-CONTACT,source_backed_entity_scope_branch_hint,2026-05-31,Entity resolved from municipality_service_mappings.csv; branch is a district/service-area hint and should not override exact office instructions.
WER-54021,54021,MUN-DGLAC-54021,An Naheriyah and Bestan Al Harsh,النهرية وبستان الحرش,Aakkar,Aakkar,NLWE,North Lebanon Water Establishment,NLWE-KOBAYAT,Kobayat branch,06-350341,Kobayat - Zouk Street - Mtanios Majid Al-Sayah Building,municipality_service_mapping_plus_branch_hint,medium_high,SRC-NLWE-ABOUT;SRC-NLWE-CONTACT,source_backed_entity_scope_branch_hint,2026-05-31,Entity resolved from municipality_service_mappings.csv; branch is a district/service-area hint and should not override exact office instructions.
WER-53850,53850,MUN-DGLAC-53850,Andqet,عندقت,Aakkar,Aakkar,NLWE,North Lebanon Water Establishment,NLWE-KOBAYAT,Kobayat branch,06-350341,Kobayat - Zouk Street - Mtanios Majid Al-Sayah Building,municipality_service_mapping_plus_branch_hint,medium_high,SRC-NLWE-ABOUT;SRC-NLWE-CONTACT,source_backed_entity_scope_branch_hint,2026-05-31,Entity resolved from municipality_service_mappings.csv; branch is a district/service-area hint and should not override exact office instructions.
WER-54390,54390,MUN-DGLAC-54390,Arqa,عرقا,Aakkar,Aakkar,NLWE,North Lebanon Water Establishment,NLWE-KOBAYAT,Kobayat branch,06-350341,Kobayat - Zouk Street - Mtanios Majid Al-Sayah Building,municipality_service_mapping_plus_branch_hint,medium_high,SRC-NLWE-ABOUT;SRC-NLWE-CONTACT,source_backed_entity_scope_branch_hint,2026-05-31,Entity resolved from municipality_service_mappings.csv; branch is a district/service-area hint and should not override exact office instructions.
WER-54579,54579,MUN-DGLAC-54579,As Sulah,السهلة,Aakkar,Aakkar,NLWE,North Lebanon Water Establishment,NLWE-KOBAYAT,Kobayat branch,06-350341,Kobayat - Zouk Street - Mtanios Majid Al-Sayah Building,municipality_service_mapping_plus_branch_hint,medium_high,SRC-NLWE-ABOUT;SRC-NLWE-CONTACT,source_backed_entity_scope_branch_hint,2026-05-31,Entity resolved from municipality_service_mappings.csv; branch is a district/service-area hint and should not override exact office instructions.
WER-54462,54462,MUN-DGLAC-54462,Ash Shuqduf,الشقدوف,Aakkar,Aakkar,NLWE,North Lebanon Water Establishment,NLWE-KOBAYAT,Kobayat branch,06-350341,Kobayat - Zouk Street - Mtanios Majid Al-Sayah Building,municipality_service_mapping_plus_branch_hint,medium_high,SRC-NLWE-ABOUT;SRC-NLWE-CONTACT,source_backed_entity_scope_branch_hint,2026-05-31,Entity resolved from municipality_service_mappings.csv; branch is a district/service-area hint and should not override exact office instructions.
WER-54210,54210,MUN-DGLAC-54210,Ayun al-Ghazlan,عيون الغزلان,Aakkar,Aakkar,NLWE,North Lebanon Water Establishment,NLWE-KOBAYAT,Kobayat branch,06-350341,Kobayat - Zouk Street - Mtanios Majid Al-Sayah Building,municipality_service_mapping_plus_branch_hint,medium_high,SRC-NLWE-ABOUT;SRC-NLWE-CONTACT,source_backed_entity_scope_branch_hint,2026-05-31,Entity resolved from municipality_service_mappings.csv; branch is a district/service-area hint and should not override exact office instructions.
WER-53859,53859,MUN-DGLAC-53859,Ayyat,عيات,Aakkar,Aakkar,NLWE,North Lebanon Water Establishment,NLWE-KOBAYAT,Kobayat branch,06-350341,Kobayat - Zouk Street - Mtanios Majid Al-Sayah Building,municipality_service_mapping_plus_branch_hint,medium_high,SRC-NLWE-ABOUT;SRC-NLWE-CONTACT,source_backed_entity_scope_branch_hint,2026-05-31,Entity resolved from municipality_service_mappings.csv; branch is a district/service-area hint and should not override exact office instructions.
WER-54426,54426,MUN-DGLAC-54426,Bani Sakhr,بني صخر,Aakkar,Aakkar,NLWE,North Lebanon Water Establishment,NLWE-KOBAYAT,Kobayat branch,06-350341,Kobayat - Zouk Street - Mtanios Majid Al-Sayah Building,municipality_service_mapping_plus_branch_hint,medium_high,SRC-NLWE-ABOUT;SRC-NLWE-CONTACT,source_backed_entity_scope_branch_hint,2026-05-31,Entity resolved from municipality_service_mappings.csv; branch is a district/service-area hint and should not override exact office instructions.
WER-54525,54525,MUN-DGLAC-54525,Barbarah,بربارة,Aakkar,Aakkar,NLWE,North Lebanon Water Establishment,NLWE-KOBAYAT,Kobayat branch,06-350341,Kobayat - Zouk Street - Mtanios Majid Al-Sayah Building,municipality_service_mapping_plus_branch_hint,medium_high,SRC-NLWE-ABOUT;SRC-NLWE-CONTACT,source_backed_entity_scope_branch_hint,2026-05-31,Entity resolved from municipality_service_mappings.csv; branch is a district/service-area hint and should not override exact office instructions.
WER-53535,53535,MUN-DGLAC-53535,Barkaayl,برقايل,Aakkar,Aakkar,NLWE,North Lebanon Water Establishment,NLWE-KOBAYAT,Kobayat branch,06-350341,Kobayat - Zouk Street - Mtanios Majid Al-Sayah Building,municipality_service_mapping_plus_branch_hint,medium_high,SRC-NLWE-ABOUT;SRC-NLWE-CONTACT,source_backed_entity_scope_branch_hint,2026-05-31,Entity resolved from municipality_service_mappings.csv; branch is a district/service-area hint and should not override exact office instructions.
WER-53589,53589,MUN-DGLAC-53589,Bayno - Qaboula,بينو-قبولا,Aakkar,Aakkar,NLWE,North Lebanon Water Establishment,NLWE-KOBAYAT,Kobayat branch,06-350341,Kobayat - Zouk Street - Mtanios Majid Al-Sayah Building,municipality_service_mapping_plus_branch_hint,medium_high,SRC-NLWE-ABOUT;SRC-NLWE-CONTACT,source_backed_entity_scope_branch_hint,2026-05-31,Entity resolved from municipality_service_mappings.csv; branch is a district/service-area hint and should not override exact office instructions.
WER-54633,54633,MUN-DGLAC-54633,Bayt Ayyub,بيت ايوب,Aakkar,Aakkar,NLWE,North Lebanon Water Establishment,NLWE-KOBAYAT,Kobayat branch,06-350341,Kobayat - Zouk Street - Mtanios Majid Al-Sayah Building,municipality_service_mapping_plus_branch_hint,medium_high,SRC-NLWE-ABOUT;SRC-NLWE-CONTACT,source_backed_entity_scope_branch_hint,2026-05-31,Entity resolved from municipality_service_mappings.csv; branch is a district/service-area hint and should not override exact office instructions.
WER-63015,63015,MUN-DGLAC-63015,Bayt Mlat,بيت ملات,Aakkar,Aakkar,NLWE,North Lebanon Water Establishment,NLWE-KOBAYAT,Kobayat branch,06-350341,Kobayat - Zouk Street - Mtanios Majid Al-Sayah Building,municipality_service_mapping_plus_branch_hint,medium_high,SRC-NLWE-ABOUT;SRC-NLWE-CONTACT,source_backed_entity_scope_branch_hint,2026-05-31,Entity resolved from municipality_service_mappings.csv; branch is a district/service-area hint and should not override exact office instructions.
WER-53544,53544,MUN-DGLAC-53544,Bazal,بزال,Aakkar,Aakkar,NLWE,North Lebanon Water Establishment,NLWE-KOBAYAT,Kobayat branch,06-350341,Kobayat - Zouk Street - Mtanios Majid Al-Sayah Building,municipality_service_mapping_plus_branch_hint,medium_high,SRC-NLWE-ABOUT;SRC-NLWE-CONTACT,source_backed_entity_scope_branch_hint,2026-05-31,Entity resolved from municipality_service_mappings.csv; branch is a district/service-area hint and should not override exact office instructions.
WER-53553,53553,MUN-DGLAC-53553,Bazbina,بزبينا,Aakkar,Aakkar,NLWE,North Lebanon Water Establishment,NLWE-KOBAYAT,Kobayat branch,06-350341,Kobayat - Zouk Street - Mtanios Majid Al-Sayah Building,municipality_service_mapping_plus_branch_hint,medium_high,SRC-NLWE-ABOUT;SRC-NLWE-CONTACT,source_backed_entity_scope_branch_hint,2026-05-31,Entity resolved from municipality_service_mappings.csv; branch is a district/service-area hint and should not override exact office instructions.
WER-53508,53508,MUN-DGLAC-53508,Bebnine - Al Abdeh,ببنين - العبده,Aakkar,Aakkar,NLWE,North Lebanon Water Establishment,NLWE-KOBAYAT,Kobayat branch,06-350341,Kobayat - Zouk Street - Mtanios Majid Al-Sayah Building,municipality_service_mapping_plus_branch_hint,medium_high,SRC-NLWE-ABOUT;SRC-NLWE-CONTACT,source_backed_entity_scope_branch_hint,2026-05-31,Entity resolved from municipality_service_mappings.csv; branch is a district/service-area hint and should not override exact office instructions.
WER-54048,54048,MUN-DGLAC-54048,Beit El Hajj,بيت الحاج,Aakkar,Aakkar,NLWE,North Lebanon Water Establishment,NLWE-KOBAYAT,Kobayat branch,06-350341,Kobayat - Zouk Street - Mtanios Majid Al-Sayah Building,municipality_service_mapping_plus_branch_hint,medium_high,SRC-NLWE-ABOUT;SRC-NLWE-CONTACT,source_backed_entity_scope_branch_hint,2026-05-31,Entity resolved from municipality_service_mappings.csv; branch is a district/service-area hint and should not override exact office instructions.
WER-54399,54399,MUN-DGLAC-54399,Beit Younes,بيت يونس,Aakkar,Aakkar,NLWE,North Lebanon Water Establishment,NLWE-KOBAYAT,Kobayat branch,06-350341,Kobayat - Zouk Street - Mtanios Majid Al-Sayah Building,municipality_service_mapping_plus_branch_hint,medium_high,SRC-NLWE-ABOUT;SRC-NLWE-CONTACT,source_backed_entity_scope_branch_hint,2026-05-31,Entity resolved from municipality_service_mappings.csv; branch is a district/service-area hint and should not override exact office instructions.
WER-53562,53562,MUN-DGLAC-53562,Biqrazla,بقرزلا,Aakkar,Aakkar,NLWE,North Lebanon Water Establishment,NLWE-KOBAYAT,Kobayat branch,06-350341,Kobayat - Zouk Street - Mtanios Majid Al-Sayah Building,municipality_service_mapping_plus_branch_hint,medium_high,SRC-NLWE-ABOUT;SRC-NLWE-CONTACT,source_backed_entity_scope_branch_hint,2026-05-31,Entity resolved from municipality_service_mappings.csv; branch is a district/service-area hint and should not override exact office instructions.
WER-53526,53526,MUN-DGLAC-53526,Burj Al Arab,برج العرب,Aakkar,Aakkar,NLWE,North Lebanon Water Establishment,NLWE-KOBAYAT,Kobayat branch,06-350341,Kobayat - Zouk Street - Mtanios Majid Al-Sayah Building,municipality_service_mapping_plus_branch_hint,medium_high,SRC-NLWE-ABOUT;SRC-NLWE-CONTACT,source_backed_entity_scope_branch_hint,2026-05-31,Entity resolved from municipality_service_mappings.csv; branch is a district/service-area hint and should not override exact office instructions.
WER-54264,54264,MUN-DGLAC-54264,Dahr Laysina,ضهر ليسينة,Aakkar,Aakkar,NLWE,North Lebanon Water Establishment,NLWE-KOBAYAT,Kobayat branch,06-350341,Kobayat - Zouk Street - Mtanios Majid Al-Sayah Building,municipality_service_mapping_plus_branch_hint,medium_high,SRC-NLWE-ABOUT;SRC-NLWE-CONTACT,source_backed_entity_scope_branch_hint,2026-05-31,Entity resolved from municipality_service_mappings.csv; branch is a district/service-area hint and should not override exact office instructions.
WER-54498,54498,MUN-DGLAC-54498,Dahr al Qanbar,ضهر القنبر,Aakkar,Aakkar,NLWE,North Lebanon Water Establishment,NLWE-KOBAYAT,Kobayat branch,06-350341,Kobayat - Zouk Street - Mtanios Majid Al-Sayah Building,municipality_service_mapping_plus_branch_hint,medium_high,SRC-NLWE-ABOUT;SRC-NLWE-CONTACT,source_backed_entity_scope_branch_hint,2026-05-31,Entity resolved from municipality_service_mappings.csv; branch is a district/service-area hint and should not override exact office instructions.
WER-53715,53715,MUN-DGLAC-53715,Deir Dalloum and Zouk al-Maqasarin,دير دلوم وزوق المقشرين,Aakkar,Aakkar,NLWE,North Lebanon Water Establishment,NLWE-KOBAYAT,Kobayat branch,06-350341,Kobayat - Zouk Street - Mtanios Majid Al-Sayah Building,municipality_service_mapping_plus_branch_hint,medium_high,SRC-NLWE-ABOUT;SRC-NLWE-CONTACT,source_backed_entity_scope_branch_hint,2026-05-31,Entity resolved from municipality_service_mappings.csv; branch is a district/service-area hint and should not override exact office instructions.
WER-53706,53706,MUN-DGLAC-53706,Deir Janine,دير جنين,Aakkar,Aakkar,NLWE,North Lebanon Water Establishment,NLWE-KOBAYAT,Kobayat branch,06-350341,Kobayat - Zouk Street - Mtanios Majid Al-Sayah Building,municipality_service_mapping_plus_branch_hint,medium_high,SRC-NLWE-ABOUT;SRC-NLWE-CONTACT,source_backed_entity_scope_branch_hint,2026-05-31,Entity resolved from municipality_service_mappings.csv; branch is a district/service-area hint and should not override exact office instructions.
WER-54219,54219,MUN-DGLAC-54219,Dura,دورة,Aakkar,Aakkar,NLWE,North Lebanon Water Establishment,NLWE-KOBAYAT,Kobayat branch,06-350341,Kobayat - Zouk Street - Mtanios Majid Al-Sayah Building,municipality_service_mapping_plus_branch_hint,medium_high,SRC-NLWE-ABOUT;SRC-NLWE-CONTACT,source_backed_entity_scope_branch_hint,2026-05-31,Entity resolved from municipality_service_mappings.csv; branch is a district/service-area hint and should not override exact office instructions.
WER-54120,54120,MUN-DGLAC-54120,Dusa and Baghdad,دوسة وبغدادي,Aakkar,Aakkar,NLWE,North Lebanon Water Establishment,NLWE-KOBAYAT,Kobayat branch,06-350341,Kobayat - Zouk Street - Mtanios Majid Al-Sayah Building,municipality_service_mapping_plus_branch_hint,medium_high,SRC-NLWE-ABOUT;SRC-NLWE-CONTACT,source_backed_entity_scope_branch_hint,2026-05-31,Entity resolved from municipality_service_mappings.csv; branch is a district/service-area hint and should not override exact office instructions.
WER-54102,54102,MUN-DGLAC-54102,Dweir Adwiya,دوير عدويه,Aakkar,Aakkar,NLWE,North Lebanon Water Establishment,NLWE-KOBAYAT,Kobayat branch,06-350341,Kobayat - Zouk Street - Mtanios Majid Al-Sayah Building,municipality_service_mapping_plus_branch_hint,medium_high,SRC-NLWE-ABOUT;SRC-NLWE-CONTACT,source_backed_entity_scope_branch_hint,2026-05-31,Entity resolved from municipality_service_mappings.csv; branch is a district/service-area hint and should not override exact office instructions.
WER-54255,54255,MUN-DGLAC-54255,Eilat,ايلات,Aakkar,Aakkar,NLWE,North Lebanon Water Establishment,NLWE-KOBAYAT,Kobayat branch,06-350341,Kobayat - Zouk Street - Mtanios Majid Al-Sayah Building,municipality_service_mapping_plus_branch_hint,medium_high,SRC-NLWE-ABOUT;SRC-NLWE-CONTACT,source_backed_entity_scope_branch_hint,2026-05-31,Entity resolved from municipality_service_mappings.csv; branch is a district/service-area hint and should not override exact office instructions.
WER-53877,53877,MUN-DGLAC-53877,"Fassikin, Ain Ashma and Ain Tenta",فسيقين-عين اشما وعين تنتا,Aakkar,Aakkar,NLWE,North Lebanon Water Establishment,NLWE-KOBAYAT,Kobayat branch,06-350341,Kobayat - Zouk Street - Mtanios Majid Al-Sayah Building,municipality_service_mapping_plus_branch_hint,medium_high,SRC-NLWE-ABOUT;SRC-NLWE-CONTACT,source_backed_entity_scope_branch_hint,2026-05-31,Entity resolved from municipality_service_mappings.csv; branch is a district/service-area hint and should not override exact office instructions.
WER-53886,53886,MUN-DGLAC-53886,Fnaideq,فنيدق,Aakkar,Aakkar,NLWE,North Lebanon Water Establishment,NLWE-KOBAYAT,Kobayat branch,06-350341,Kobayat - Zouk Street - Mtanios Majid Al-Sayah Building,municipality_service_mapping_plus_branch_hint,medium_high,SRC-NLWE-ABOUT;SRC-NLWE-CONTACT,source_backed_entity_scope_branch_hint,2026-05-31,Entity resolved from municipality_service_mappings.csv; branch is a district/service-area hint and should not override exact office instructions.
WER-54516,54516,MUN-DGLAC-54516,Ghazilah,غزيله,Aakkar,Aakkar,NLWE,North Lebanon Water Establishment,NLWE-KOBAYAT,Kobayat branch,06-350341,Kobayat - Zouk Street - Mtanios Majid Al-Sayah Building,municipality_service_mapping_plus_branch_hint,medium_high,SRC-NLWE-ABOUT;SRC-NLWE-CONTACT,source_backed_entity_scope_branch_hint,2026-05-31,Entity resolved from municipality_service_mappings.csv; branch is a district/service-area hint and should not override exact office instructions.
WER-53499,53499,MUN-DGLAC-53499,Halba,حلبا,Aakkar,Aakkar,NLWE,North Lebanon Water Establishment,NLWE-KOBAYAT,Kobayat branch,06-350341,Kobayat - Zouk Street - Mtanios Majid Al-Sayah Building,municipality_service_mapping_plus_branch_hint,medium_high,SRC-NLWE-ABOUT;SRC-NLWE-CONTACT,source_backed_entity_scope_branch_hint,2026-05-31,Entity resolved from municipality_service_mappings.csv; branch is a district/service-area hint and should not override exact office instructions.
WER-54138,54138,MUN-DGLAC-54138,Harrar,حرار,Aakkar,Aakkar,NLWE,North Lebanon Water Establishment,NLWE-KOBAYAT,Kobayat branch,06-350341,Kobayat - Zouk Street - Mtanios Majid Al-Sayah Building,municipality_service_mapping_plus_branch_hint,medium_high,SRC-NLWE-ABOUT;SRC-NLWE-CONTACT,source_backed_entity_scope_branch_hint,2026-05-31,Entity resolved from municipality_service_mappings.csv; branch is a district/service-area hint and should not override exact office instructions.
WER-54597,54597,MUN-DGLAC-54597,Haytla,هيتلا,Aakkar,Aakkar,NLWE,North Lebanon Water Establishment,NLWE-KOBAYAT,Kobayat branch,06-350341,Kobayat - Zouk Street - Mtanios Majid Al-Sayah Building,municipality_service_mapping_plus_branch_hint,medium_high,SRC-NLWE-ABOUT;SRC-NLWE-CONTACT,source_backed_entity_scope_branch_hint,2026-05-31,Entity resolved from municipality_service_mappings.csv; branch is a district/service-area hint and should not override exact office instructions.
WER-54291,54291,MUN-DGLAC-54291,Hayzouq,حيزوق,Aakkar,Aakkar,NLWE,North Lebanon Water Establishment,NLWE-KOBAYAT,Kobayat branch,06-350341,Kobayat - Zouk Street - Mtanios Majid Al-Sayah Building,municipality_service_mapping_plus_branch_hint,medium_high,SRC-NLWE-ABOUT;SRC-NLWE-CONTACT,source_backed_entity_scope_branch_hint,2026-05-31,Entity resolved from municipality_service_mappings.csv; branch is a district/service-area hint and should not override exact office instructions.
WER-54489,54489,MUN-DGLAC-54489,Jarmnaya and Ar Rama,جرمنايا والرامة,Aakkar,Aakkar,NLWE,North Lebanon Water Establishment,NLWE-KOBAYAT,Kobayat branch,06-350341,Kobayat - Zouk Street - Mtanios Majid Al-Sayah Building,municipality_service_mapping_plus_branch_hint,medium_high,SRC-NLWE-ABOUT;SRC-NLWE-CONTACT,source_backed_entity_scope_branch_hint,2026-05-31,Entity resolved from municipality_service_mappings.csv; branch is a district/service-area hint and should not override exact office instructions.
WER-53652,53652,MUN-DGLAC-53652,Jdeideh Al Juma,جديدة الجومة,Aakkar,Aakkar,NLWE,North Lebanon Water Establishment,NLWE-KOBAYAT,Kobayat branch,06-350341,Kobayat - Zouk Street - Mtanios Majid Al-Sayah Building,municipality_service_mapping_plus_branch_hint,medium_high,SRC-NLWE-ABOUT;SRC-NLWE-CONTACT,source_backed_entity_scope_branch_hint,2026-05-31,Entity resolved from municipality_service_mappings.csv; branch is a district/service-area hint and should not override exact office instructions.
WER-53661,53661,MUN-DGLAC-53661,Jdeideh Al Qaytaa,جديدة القيطع,Aakkar,Aakkar,NLWE,North Lebanon Water Establishment,NLWE-KOBAYAT,Kobayat branch,06-350341,Kobayat - Zouk Street - Mtanios Majid Al-Sayah Building,municipality_service_mapping_plus_branch_hint,medium_high,SRC-NLWE-ABOUT;SRC-NLWE-CONTACT,source_backed_entity_scope_branch_hint,2026-05-31,Entity resolved from municipality_service_mappings.csv; branch is a district/service-area hint and should not override exact office instructions.
WER-53643,53643,MUN-DGLAC-53643,Jebrayel,جبرايل,Aakkar,Aakkar,NLWE,North Lebanon Water Establishment,NLWE-KOBAYAT,Kobayat branch,06-350341,Kobayat - Zouk Street - Mtanios Majid Al-Sayah Building,municipality_service_mapping_plus_branch_hint,medium_high,SRC-NLWE-ABOUT;SRC-NLWE-CONTACT,source_backed_entity_scope_branch_hint,2026-05-31,Entity resolved from municipality_service_mappings.csv; branch is a district/service-area hint and should not override exact office instructions.
WER-53922,53922,MUN-DGLAC-53922,"Karm Aassfour, Beit Ghattas, Mazraat Al Naheriyeh",كرم عصفور - بيت غطاس - مزرعة النهرية,Aakkar,Aakkar,NLWE,North Lebanon Water Establishment,NLWE-KOBAYAT,Kobayat branch,06-350341,Kobayat - Zouk Street - Mtanios Majid Al-Sayah Building,municipality_service_mapping_plus_branch_hint,medium_high,SRC-NLWE-ABOUT;SRC-NLWE-CONTACT,source_backed_entity_scope_branch_hint,2026-05-31,Entity resolved from municipality_service_mappings.csv; branch is a district/service-area hint and should not override exact office instructions.
WER-54354,54354,MUN-DGLAC-54354,Kfarton,كفرتون,Aakkar,Aakkar,NLWE,North Lebanon Water Establishment,NLWE-KOBAYAT,Kobayat branch,06-350341,Kobayat - Zouk Street - Mtanios Majid Al-Sayah Building,municipality_service_mapping_plus_branch_hint,medium_high,SRC-NLWE-ABOUT;SRC-NLWE-CONTACT,source_backed_entity_scope_branch_hint,2026-05-31,Entity resolved from municipality_service_mappings.csv; branch is a district/service-area hint and should not override exact office instructions.
